0.00000000	286.22255062	-152.80711639	483.91977936
0.30015363	287.37403376	-167.33326595	478.53808689
0.60030726	289.22447586	-182.04600750	472.42488242
0.90046089	291.83381432	-196.85409308	465.52686458
1.20061451	295.25454050	-211.65073750	457.80266360
1.50076814	299.52774234	-226.31888807	449.22506409
1.80092177	304.68213073	-240.73570867	439.78103980
2.10107540	310.74451774	-254.76888033	429.46778027
2.40122903	317.74823692	-268.26499606	418.28847071
2.70138266	325.72218873	-281.06111232	406.26581865
3.00153628	334.59047716	-292.94550078	393.33754031
3.30168991	344.28419696	-303.72253793	379.42881488
3.60184354	354.80510955	-313.25583926	364.56665415
3.90199717	366.14691510	-321.38595579	348.78954596
4.20215080	378.30057271	-327.94046696	332.16425973
4.50230443	391.24318248	-332.73274161	314.78389207
4.80245805	404.93249789	-335.57010214	296.77240628
5.10261168	419.30587281	-336.26204463	278.28982611
5.40276531	434.27374871	-334.62205498	259.53230469
5.70291894	449.71206671	-330.49904810	240.72608928
6.00307257	465.45682212	-323.80252737	222.10857486
6.30322620	481.31854328	-314.50086817	203.91404682
6.60337982	497.09475628	-302.62827735	186.36144427
6.90353345	512.57500296	-288.25829684	169.65130208
7.20368708	527.55935073	-271.50001627	153.97527187
7.50384071	541.85017490	-252.48837116	139.51213795
7.80399434	555.26705177	-231.39028887	126.42844567
8.10414797	567.63743177	-208.39897274	114.87369838
8.40430160	578.80668485	-183.73116571	104.98346483
8.70445522	588.63804324	-157.62805925	96.87383449
9.00460885	597.01342592	-130.34865881	90.64143004
9.30476248	603.84074712	-102.17005840	86.36259787
9.60491611	609.04768503	-73.38034218	84.09101056
9.90506974	612.59202123	-44.27715766	83.85881283
10.20522337	614.45296687	-15.16223958	85.67443320
10.50537699	614.64020130	13.66224510	89.52322896
10.80553062	613.18651423	41.89685639	95.36687957
11.10568425	610.15218193	69.24947572	103.14553633
11.40583788	605.62259470	95.43799258	112.77471374
11.70599151	599.70559598	120.19419561	124.14937218
12.00614514	592.53537966	143.26745871	137.14211022
12.30629876	584.26261236	164.42817998	151.60379470
12.60645239	575.06360085	183.46806412	167.37162783
12.90660602	565.12510400	200.20863976	184.25715259
13.20675965	554.65284610	214.52392167	202.04331145
13.50691328	543.85137222	226.34636857	220.48514566
13.80706691	532.92414729	235.67831787	239.32652793
14.10722053	522.06089962	242.58817390	258.30917987
14.40737416	511.42626141	247.20251415	277.18897381
14.70752779	501.16512792	249.70027148	295.74838244
15.00768142	491.37626457	250.28479633	313.79442064
15.30783505	482.08828867	249.15136588	331.15854275
15.60798868	473.33113961	246.52466765	347.73688774
15.90814231	465.01832420	242.58262008	363.41032837
16.20829593	457.09474608	237.50095746	378.15175190
16.50844956	449.51068488	231.44606071	391.96771980
16.80860319	442.20764570	224.55665274	404.88257251
17.10875682	435.14032351	216.94661647	416.94069073
17.40891045	428.26224315	208.70474376	428.19047834
17.70906408	421.52500341	199.90489069	438.68022384
18.00921770	414.87959969	190.61214038	448.45468639
18.30937133	408.28083896	180.88723779	457.55061421
18.60952496	401.69269542	170.78981734	465.99277498
18.90967859	395.09255769	160.38120856	473.79205161
19.20983222	388.47524065	149.72463720	480.94505448
19.50998585	381.85359223	138.88568950	487.43632143
19.81013947	375.25581348	127.93140487	493.24304661
20.11029310	368.72184664	116.92716230	498.34000590
20.41044673	362.29443457	105.93112355	502.70756905
20.71060036	356.01284935	94.98966462	506.33587995
21.01075399	349.90331191	84.12821883	509.23061807
21.31090762	343.97375627	73.34699050	511.41367199
21.61106124	338.21367293	62.62048901	512.91934022
21.91121487	332.65030152	51.91465107	513.86080164
22.21136850	327.31065362	41.19889406	514.33349680
22.51152213	322.20228038	30.42808183	514.40940586
22.81167576	317.37938409	19.57464471	514.20461594
23.11182939	312.84609607	8.61148870	513.73807914
23.41198302	308.64173165	-2.47599137	513.06674556
23.71213664	304.77802682	-13.69755479	512.19138212
24.01229027	301.25731555	-25.07060501	511.10419697
24.31244390	298.07836215	-36.61991448	509.79662156
24.61259753	295.23895227	-48.37692905	508.25681155
24.91275116	292.73506828	-60.37509813	506.46968698
25.21290479	290.56816109	-72.64817437	504.41245915
25.51305841	288.75425519	-85.22985334	502.04911124
25.81321204	287.32115388	-98.14751812	499.33278143
26.11336567	286.30539146	-111.41776670	496.20854992
26.41351930	285.75205341	-125.04336461	492.61483253
26.71367293	285.71397484	-139.01070912	488.48530854
27.01382656	286.25034679	-153.28749220	483.75153172
27.31398018	287.42410679	-167.82114221	478.34642296
27.61413381	289.29891089	-182.53862963	472.20785833
27.91428744	291.93450298	-197.34812781	465.28289295
28.21444107	295.38305509	-212.14241578	457.53060242
28.51459470	299.68522629	-226.80418954	448.92426080
28.81474833	304.86941228	-241.21044560	439.45126158
29.11490195	310.96259481	-255.22832757	429.10904042
29.41505558	317.99832642	-268.70367085	417.90110654
29.71520921	326.00462691	-281.47378132	405.85087975
30.01536284	334.90025167	-293.32328391	392.88958406
30.31551647	344.62161014	-304.06117999	378.94861489
30.61567010	355.16996066	-313.55036884	364.05519038
30.91582373	366.53904456	-321.63082169	348.24859369
31.21597735	378.71945117	-328.12967250	331.59647966
31.51613098	391.68776607	-332.85987959	314.19289713
31.81628461	405.40098865	-335.62880429	296.16291071
32.11643824	419.79582191	-336.24592003	277.66782677
32.41659187	434.78155201	-334.52527833	258.90490108
32.71674550	450.23296653	-330.31763898	240.10115266
33.01689912	465.98473581	-323.53442247	221.49398844
33.31705275	481.84697687	-314.14621786	203.31747584
33.61720638	497.61667611	-302.18900750	185.78978013
33.91736001	513.08358491	-287.73748426	169.11108039
34.21751364	528.04795403	-270.90177602	153.47266772
34.51766727	542.31244848	-251.81769407	139.05291563
34.81782089	555.69718927	-230.65328555	126.01786575
35.11797452	568.02985149	-207.60243146	114.51649702
35.41812815	579.15668037	-182.88279961	104.68387163
35.71828178	588.94124405	-156.73620324	96.63535649
36.01843541	597.26641733	-129.42228640	90.46697210
36.31858904	604.04073744	-101.21862066	86.25430063
36.61874266	609.19279484	-72.41361459	84.05030351
36.91889629	612.68121706	-43.30517292	83.88635872
37.21904992	614.48604047	-14.19506801	85.77012123
37.51920355	614.61793918	14.61454639	89.68615100
37.81935718	613.11039117	42.82441277	95.59539122
38.11951081	610.02476469	70.14271250	103.43722685
38.41966444	605.44702048	96.28771613	113.12638308
38.71981806	599.48600188	120.99175769	124.55717273
39.01997169	592.27647781	144.00483487	137.60137450
39.32012532	583.96989264	165.09812315	152.10930249
39.62027895	574.74315897	184.06398459	167.91760758
39.92043258	564.78345384	200.72543345	184.83680412
40.22058621	554.29699551	214.95835662	202.64888872
40.52073983	543.48797974	226.69733300	221.10815587
40.82089346	532.56005371	235.94712970	239.95842946
41.12104709	521.70183221	242.77808837	258.94143387
41.42120072	511.07752886	247.31878710	277.81392939
41.72135435	500.83085811	249.74943786	296.35920671
42.02150798	491.05838865	250.27352013	314.38490721
42.32166160	481.78777553	249.08658324	331.72431274
42.62181523	473.04752369	246.41361947	348.27442463
42.92196886	464.74808566	242.43056820	363.91666485
43.22212249	456.83693335	237.31402337	378.62722590
43.52227612	449.26297541	231.22914129	392.41250198
43.82242975	441.96852151	224.31404815	405.29805135
44.12258337	434.90827063	216.68162477	417.32843308
44.42273700	428.03567116	208.42002737	428.55212015
44.72289063	421.30228134	199.60272794	439.01733001
45.02304426	414.65911767	190.29461013	448.76864371
45.32319789	408.06123212	180.55632283	457.84245244
45.62335152	401.47296214	170.44753216	466.26308907
45.92350515	394.87223669	160.02962795	474.04095067
46.22365877	388.25447092	149.36590758	481.17220258
46.52381240	381.63308591	138.52203160	487.64104874
46.82396603	375.03674567	127.56505319	493.42451299
47.12411966	368.50565020	116.56019998	498.49742676
47.42427329	362.08250402	105.56531863	502.84044048
47.72442692	355.80633313	94.62625874	506.44410773
48.02458054	349.70276768	83.76762106	509.31469240
48.32473417	343.77913164	72.98877346	511.47455662
48.62488780	338.02444207	62.26337919	512.95854861
48.92504143	332.46881759	51.55785937	513.88396411
49.22519506	327.13626054	40.84097138	514.34149310
49.52534869	322.03691019	30.06777878	514.40700865
49.82550231	317.22351316	19.21111975	514.19307812
50.12565594	312.70052056	8.24394223	513.71890161
50.42580957	308.50742734	-2.84780587	513.04089881
50.72596320	304.65514632	-14.07410054	512.15859607
51.02611683	301.14585277	-25.45258244	511.06421879
51.32627046	297.97826536	-37.00828723	509.74910865
51.62642408	295.15009835	-48.77279544	508.20132604
51.92657771	292.65737140	-60.77958320	506.40562117
52.22673134	290.50187966	-73.06241397	504.33884970
52.52688497	288.70017127	-85.65490436	501.96453767
52.82703860	287.28034346	-98.58412193	499.23553837
