0.00000000	1.31731851
0.13487099	1.31478770
0.26974198	1.31699935
0.40461298	1.32171598
0.53948397	1.32733483
0.67435496	1.32456402
0.80922595	1.31278986
0.94409694	1.29842654
1.07896794	1.28035939
1.21383893	1.25490207
1.34870992	1.19582275
1.48358091	1.14852551
1.61845190	1.11635331
1.75332290	1.10056626
1.88819389	1.10048558
2.02306488	1.11368856
2.15793587	1.13653165
2.29280686	1.16569789
2.42767786	1.19864994
2.56254885	1.23374304
2.69741984	1.27045228
2.83229083	1.30854582
2.96716182	1.34759498
3.10203282	1.38868472
3.23690381	1.43205042
3.37177480	1.47610154
3.50664579	1.51986361
3.64151678	1.56236947
3.77638778	1.60086815
3.91125877	1.63600415
4.04612976	1.66814873
4.18100075	1.69784946
4.31587174	1.72249058
4.45074274	1.74202797
4.58561373	1.75718920
4.72048472	1.76734381
4.85535571	1.77493423
4.99022670	1.78901656
5.12509770	1.80093612
5.25996869	1.81017900
5.39483968	1.81751305
5.52971067	1.83629759
5.66458166	1.85979241
5.79945266	1.88436988
5.93432365	1.90897460
6.06919464	1.93464050
6.20406563	1.96163900
6.33893662	1.98369279
6.47380761	2.00079064
6.60867861	2.01327421
6.74354960	2.02781518
6.87842059	2.03547279
7.01329158	2.03383484
7.14816257	2.02231028
7.28303357	2.00092550
7.41790456	1.97059697
7.55277555	1.93340637
7.68764654	1.89172611
7.82251753	1.84778656
7.95738853	1.79916682
8.09225952	1.75203792
8.22713051	1.70560241
8.36200150	1.65866141
8.49687249	1.60916020
8.63174349	1.55682666
8.76661448	1.50554120
8.90148547	1.45835610
9.03635646	1.41815156
9.17122745	1.38423723
9.30609845	1.35690693
9.44096944	1.33645066
9.57584043	1.32235800
