 # Integral loads: N.components: 1
 #                 Ref.sys     : first_wing
 #                 Components  : first_wing
 #  t , Fx , Fy , Fz , Mx , My , Mz , ref_mat(9) , ref_off(3) 
  0.000000000000000E+000  0.138568611447372E+004 -0.122071389088947E-010  0.350079793134796E+005 -0.115463114720445E+006  0.164337478055467E-011 -0.540784249055957E+004  0.215412875316340E+000  0.940298540459648E+000  0.263507016903541E+000 -0.766234849476345E+000 -0.452853629866153E-002  0.642544666001481E+000  0.605377112712324E+000 -0.340320653455602E+000  0.719514005586856E+000  0.286220000000000E+003 -0.152810000000000E+003  0.483920000000000E+003
  0.300153630000000E+000  0.513680706380363E+003 -0.257673999167421E+003  0.533190666873129E+005 -0.130384679607645E+006  0.204052927879117E-010 -0.102807426495647E+005  0.166681709118397E+000  0.942728728218747E+000  0.288928629312558E+000 -0.763152303706129E+000 -0.622029990376851E-001  0.643217963258759E+000  0.624352279721471E+000 -0.327709218518158E+000  0.709077498518194E+000  0.287371483140000E+003 -0.167336149560000E+003  0.478538307530000E+003
  0.600307260000000E+000 -0.541579283397120E+003 -0.317564412482878E+003  0.686378570647836E+005 -0.126985322529116E+006 -0.476061416417628E-012 -0.138588933469224E+005  0.118023342509264E+000  0.940583824901229E+000  0.318390576112289E+000 -0.758241955146574E+000 -0.121674363220835E+000  0.640518919931570E+000  0.641201706234817E+000 -0.317013276802374E+000  0.698829703327342E+000  0.289221925240000E+003 -0.182048891110000E+003  0.472425103060000E+003
  0.900460890000000E+000 -0.150455879317851E+004 -0.350749306996854E+003  0.804279245479160E+005 -0.118986857331547E+006  0.115886445455732E-010 -0.159943694537790E+005  0.695071541901147E-001  0.933403379182974E+000  0.352032508791728E+000 -0.751293161808235E+000 -0.183180738863840E+000  0.634037382123076E+000  0.656298210066565E+000 -0.308549750670948E+000  0.688527204127999E+000  0.291831263700000E+003 -0.196856976690000E+003  0.465527085220000E+003
  0.120061452000000E+001 -0.218349505141392E+004 -0.364301877578558E+003  0.879973086370826E+005 -0.111285072382048E+006 -0.548124718131479E-010 -0.170781077166663E+005  0.212680136551012E-001  0.920539354184102E+000  0.390070466702469E+000 -0.741905292405606E+000 -0.246999141702747E+000  0.623352196674286E+000  0.670167299034889E+000 -0.302652806688493E+000  0.677699837618292E+000  0.295251990022367E+003 -0.211653621598688E+003  0.457802883954226E+003
  0.150076815000000E+001 -0.246362081269109E+004 -0.362248781026328E+003  0.913848193154264E+005 -0.105191408756034E+006  0.672564188827408E-010 -0.173627432022849E+005 -0.269670418417581E-001  0.901396834764066E+000  0.432153358116802E+000 -0.729621919362832E+000 -0.313261995132682E+000  0.607880561616168E+000  0.683318837322374E+000 -0.298915822068380E+000  0.666126638018315E+000  0.299525191891725E+003 -0.226321772160315E+003  0.449225284415360E+003
  0.180092178000000E+001 -0.255838846847122E+004 -0.361059835531634E+003  0.943280878472892E+005 -0.100304706323112E+006 -0.335506983694215E-010 -0.174387847004286E+005 -0.777302654642712E-001  0.876260187132690E+000  0.475527170913542E+000 -0.713836438007507E+000 -0.381888071333518E+000  0.587025587811911E+000  0.695985305594600E+000 -0.293818967085770E+000  0.655190711912984E+000  0.304679580311976E+003 -0.240738592747533E+003  0.439781260096401E+003
  0.210107541000000E+001 -0.290153124134917E+004 -0.378323332248626E+003  0.101204151721668E+006 -0.955115081234253E+005 -0.597100833371418E-010 -0.180748021334065E+005 -0.133494674448610E+000  0.845363924233291E+000  0.517241730237180E+000 -0.693671708809370E+000 -0.452455312184947E+000  0.560449597085332E+000  0.707812639256568E+000 -0.283978918373379E+000  0.646805412491375E+000  0.310741967353338E+003 -0.254771764389640E+003  0.429468000537547E+003
  0.240122904000000E+001 -0.344518511598023E+004 -0.399084241905946E+003  0.108528137650897E+006 -0.911725381131921E+005 -0.849298772280430E-010 -0.190893153282639E+005 -0.191315091862499E+000  0.806909466697523E+000  0.558834186659659E+000 -0.668264001760839E+000 -0.524092788032926E+000  0.527967776935737E+000  0.718903164255265E+000 -0.272440566153047E+000  0.639495409160984E+000  0.317745686565662E+003 -0.268267880096319E+003  0.418288690949450E+003
  0.270138267000000E+001 -0.377913486394207E+004 -0.397552490604916E+003  0.111168238674712E+006 -0.877819191893232E+005 -0.208450371780830E-010 -0.196942347572578E+005 -0.244660261021045E+000  0.758178166336481E+000  0.604406506225541E+000 -0.637241590196359E+000 -0.595553395566720E+000  0.489120955135809E+000  0.730797175966854E+000 -0.265484502597800E+000  0.628850909579742E+000  0.325719638405458E+003 -0.281063996325944E+003  0.406266038859278E+003
  0.300153630000000E+001 -0.386441941743994E+004 -0.382302060701051E+003  0.112006537046770E+006 -0.835150651282324E+005  0.683554560619043E-010 -0.197436539888450E+005 -0.291998272228785E+000  0.698568489572232E+000  0.653252688009911E+000 -0.600706568171668E+000 -0.665445236546857E+000  0.443096215412087E+000  0.744236943433220E+000 -0.263029851031908E+000  0.613943539338359E+000  0.334587927185917E+003 -0.292948385108101E+003  0.393337760023226E+003
  0.330168993000000E+001 -0.382248169283472E+004 -0.369139650688850E+003  0.114006072981389E+006 -0.770465581463064E+005 -0.101280665866377E-009 -0.194190407300423E+005 -0.336623077664634E+000  0.629264746913814E+000  0.700507517358011E+000 -0.558779199252015E+000 -0.732273402018036E+000  0.389283278834589E+000  0.757925266808586E+000 -0.260387294214647E+000  0.598120177677286E+000  0.344281647041035E+003 -0.303725422175228E+003  0.379429034529696E+003
  0.360184356000000E+001 -0.381619405258997E+004 -0.353720482621444E+003  0.117935138864136E+006 -0.668119644966014E+005  0.381110868932437E-010 -0.188600711500620E+005 -0.380514098208359E+000  0.550956992252620E+000  0.742735089889138E+000 -0.511548553187820E+000 -0.794487592417378E+000  0.327272888009818E+000  0.770407099393643E+000 -0.255413112785512E+000  0.584154982021970E+000  0.354802559685733E+003 -0.313258723411730E+003  0.364566873738731E+003
  0.390199719000000E+001 -0.396190692968413E+004 -0.331727853314556E+003  0.123950382024638E+006 -0.521026469383875E+005  0.377720563209036E-010 -0.181391532241677E+005 -0.422918949988803E+000  0.463529264505140E+000  0.778639957032576E+000 -0.459062504931015E+000 -0.850439661998638E+000  0.256931893438913E+000  0.781281753471070E+000 -0.248783042522933E+000  0.572455954153856E+000  0.366144365289829E+003 -0.321388839836744E+003  0.348789765492215E+003
  0.420215082000000E+001 -0.420267661366133E+004 -0.303243890271310E+003  0.131202237374877E+006 -0.322364492946161E+005 -0.432600312653509E-010 -0.170365261450166E+005 -0.462430301296834E+000  0.366977579739108E+000  0.807146623861703E+000 -0.401376908692928E+000 -0.898353123870332E+000  0.178488772757630E+000  0.790604068804752E+000 -0.241431399783131E+000  0.562722032257605E+000  0.378298022952399E+003 -0.327943350889321E+003  0.332164479211902E+003
  0.450230445000000E+001 -0.449795646347541E+004 -0.257299699666867E+003  0.139484195432217E+006 -0.514503854309832E+004  0.390198362368682E-010 -0.152173857026723E+005 -0.497728938952668E+000  0.262053012993620E+000  0.826797509496743E+000 -0.339197494862715E+000 -0.936154614427803E+000  0.925180920922522E-001  0.798254948501987E+000 -0.234398712169025E+000  0.554838968463457E+000  0.391240632772154E+003 -0.332735625409061E+003  0.314784111509849E+003
  0.480245808000000E+001 -0.484700776936983E+004 -0.186721317724191E+003  0.148813586683012E+006  0.276963026249270E+005 -0.121045984498151E-010 -0.126809799591768E+005 -0.527621141037411E+000  0.150198936492361E+000  0.836095814489550E+000 -0.273755639712650E+000 -0.961799276894781E+000  0.262715321889151E-004  0.804160295746997E+000 -0.228872083140866E+000  0.548583437867808E+000  0.404929948706602E+003 -0.335572985819159E+003  0.296772625072688E+003
  0.510261171000000E+001 -0.525850051155536E+004 -0.108753858503004E+003  0.159115282826795E+006  0.632375799420394E+005 -0.207882276226366E-010 -0.953676537570404E+004 -0.550817733334874E+000  0.340301673464299E-001  0.833931515386129E+000 -0.206395512972741E+000 -0.973689266711750E+000 -0.965924640696825E-001  0.808703107987443E+000 -0.225324565018348E+000  0.543348988708677E+000  0.419303323686021E+003 -0.336264928076085E+003  0.278290044875208E+003
  0.540276534000000E+001 -0.575491596959508E+004 -0.164242482754438E+002  0.170498972620338E+006  0.102644783558678E+006 -0.291127529174548E-010 -0.558436136325752E+004 -0.566153986800043E+000 -0.819673251020943E-001  0.820214009174450E+000 -0.139822319929251E+000 -0.971074555025984E+000 -0.193556005927713E+000  0.812354222048497E+000 -0.224266730026311E+000  0.538316869253869E+000  0.434271199633042E+003 -0.334624938177910E+003  0.259532523450341E+003
  0.570291897000000E+001 -0.637396479153167E+004  0.103136927642805E+003  0.183068741567372E+006  0.141877887710839E+006 -0.753559053412285E-010 -0.129677920092056E+004 -0.573169797523415E+000 -0.194024815507835E+000  0.796134884409745E+000 -0.768692293185147E-001 -0.954548466254197E+000 -0.287972823640944E+000  0.815823206822988E+000 -0.226255600016688E+000  0.532203813092450E+000  0.449709517663670E+003 -0.330501931040691E+003  0.240726308059202E+003
