0.00000000	1.77127534
0.13487099	1.78564671
0.26974198	1.79821144
0.40461298	1.80809566
0.53948397	1.81578011
0.67435496	1.83066927
0.80922595	1.85378495
0.94409694	1.87817631
1.07896794	1.90288715
1.21383893	1.92718710
1.34870992	1.95533884
1.48358091	1.97865269
1.61845190	1.99696436
1.75332290	2.01056509
1.88819389	2.02455668
2.02306488	2.03439675
2.15793587	2.03515661
2.29280686	2.02613041
2.42767786	2.00716382
2.56254885	1.97891458
2.69741984	1.94321717
2.83229083	1.90244020
2.96716182	1.85887409
3.10203282	1.81121963
3.23690381	1.76370272
3.37177480	1.71721661
3.50664579	1.67049821
3.64151678	1.62206180
3.77638778	1.56992964
3.91125877	1.51809724
4.04612976	1.46960415
4.18100075	1.42740691
4.31587174	1.39212391
4.45074274	1.36309307
4.58561373	1.34093468
4.72048472	1.32534110
4.85535571	1.31608929
4.99022670	1.31499638
5.12509770	1.31801517
5.25996869	1.32308881
5.39483968	1.32872760
5.52971067	1.32183029
5.66458166	1.30947457
5.79945266	1.29431149
5.93432365	1.27509879
6.06919464	1.23927618
6.20406563	1.18273045
6.33893662	1.13897847
6.47380761	1.11086766
6.60867861	1.09913168
6.74354960	1.10267970
6.87842059	1.11863573
7.01329158	1.14334543
7.14816257	1.17365533
7.28303357	1.20726624
7.41790456	1.24277460
7.55277555	1.27985918
7.68764654	1.31823980
7.82251753	1.35743605
7.95738853	1.39940264
8.09225952	1.44304019
8.22713051	1.48710253
8.36200150	1.53066755
8.49687249	1.57232132
8.63174349	1.60995637
8.76661448	1.64430208
8.90148547	1.67577817
9.03635646	1.70497191
9.17122745	1.72776063
9.30609845	1.74624917
9.44096944	1.76022619
9.57584043	1.76901173
