0.00000000	1.14224785
0.13487099	1.15833323
0.26974198	1.16890790
0.40461298	1.17395146
0.53948397	1.17330930
0.67435496	1.16497158
0.80922595	1.15342654
0.94409694	1.14062629
1.07896794	1.12628752
1.21383893	1.11234690
1.34870992	1.12394322
1.48358091	1.14976339
1.61845190	1.18636021
1.75332290	1.22978069
1.88819389	1.27630342
2.02306488	1.32289393
2.15793587	1.36730541
2.29280686	1.40842211
2.42767786	1.44585647
2.56254885	1.47975028
2.69741984	1.51029509
2.83229083	1.53785661
2.96716182	1.56294691
3.10203282	1.56781697
3.23690381	1.56352809
3.37177480	1.56028721
3.50664579	1.55808057
3.64151678	1.55217933
3.77638778	1.52786351
3.91125877	1.50449109
4.04612976	1.48166082
4.18100075	1.45920425
4.31587174	1.43766381
4.45074274	1.41760338
4.58561373	1.39940487
4.72048472	1.38381222
4.85535571	1.37497257
4.99022670	1.37614598
5.12509770	1.37781349
5.25996869	1.38169964
5.39483968	1.38906052
5.52971067	1.40225287
5.66458166	1.41286457
5.79945266	1.41821985
5.93432365	1.41767483
6.06919464	1.41051339
6.20406563	1.39398196
6.33893662	1.37127416
6.47380761	1.34490421
6.60867861	1.31661701
6.74354960	1.27844691
6.87842059	1.23668587
7.01329158	1.19358791
7.14816257	1.15013052
7.28303357	1.10733430
7.41790456	1.06608098
7.55277555	1.02717434
7.68764654	0.99102946
7.82251753	0.95775548
7.95738853	0.95003143
8.09225952	0.94625020
8.22713051	0.94394393
8.36200150	0.94295726
8.49687249	0.95449102
8.63174349	0.98036659
8.76661448	1.00580575
8.90148547	1.03125651
9.03635646	1.05674855
9.17122745	1.07750738
9.30609845	1.09790028
9.44096944	1.11722333
9.57584043	1.13455581
